engagement_code,engagement_name,start_date,end_date,brand_id,brand_name,how,ambiguous
RCGD2407,BNK피어엑스 굿즈 제작,2024-11-19,2024-12-31,,,,
RTPU2450,퍼블릭에이아이 상품대납,2024-11-06,2024-11-18,,,,
RCGD2406,계백순 비매품 굿즈 제작,2024-09-04,2024-10-30,,,,
RCST2507,팝가스토어 현대아울렛 동대문점,2025-02-25,,,,,
RTPU2631,디앤에이모터스 시티베스트 시공 및 굿즈납품,2026-03-13,2026-03-31,,,,
RTPU2646,2026 에비스맥주 사케 페스티벌 부스 운영,2026-05-23,2026-05-24,,,,
RTPU2637,빙그레 아카라카 부스 운영,2026-05-23,2026-05-23,,,,
RCPU2629,레봄카페_백야의 꽃길,2026-05-23,2026-06-07,,,,
RCPU2601,미스터블루 블루밍_저스티나,2026-01-23,2026-01-23,,,,
RTPU2601,명일방주 6주년 팝업스토어,2026-01-23,2026-02-08,,,,
RCPU2522,얼렁뚱땅 상점_더현대 대구,2025-06-13,2025-06-26,,,,
RXPU2604,대상웰라이프 뉴케어 미니팝업,2026-05-28,2026-06-07,,,,
RTPU2592,파마리서치 인형제작,2025-12-22,2025-12-22,,,,
RCPU2606,주토피아_추가 3개점,2025-12-22,2026-01-18,,,,
RCPU2648,양일우와 나_홍대AK,2026-09-21,2026-10-01,,,,
RCCP2513,용산 아이파크몰 행사_다비디퓨저,2025-04-18,2025-04-24,,,,
RTPU2552,롯데수원타임빌라스 복숭아주의보 테마전개,2025-07-25,2025-08-03,,,,
RTPU2531,원피스 팝업스토어 서울&대구,2025-07-25,2025-08-31,,,,
RTPU2504,2025 소닉 팬미팅,2025-03-22,2025-03-22,,,,
RCPU2642,아이브_롯데월드몰,2026-07-30,2026-08-09,,,,
RTPU2654,2026 대원미디어 용산 짱구 팝업스토어,2026-07-30,2026-08-10,,,,
RTPU2659,SAMG 더티니핑 팝업스토어(코엑스),2026-07-30,2026-08-31,,,,
RTPU2556,현대아울렛 원피스 테마 전시,2025-10-10,2025-12-28,,,,
RCPU2419,골때리는 그녀들 팝업스토어 운영,2024-09-16,2024-09-29,,,,
RTSO2401,"라이센시-짱구 팝업스토어(전주,대구)",2024-08-02,2024-09-18,,,,
RXPU2601,NTK Partner marketing,2026-02-01,2026-03-24,,,,
RXST2501,shop Atpisode 삼성전자 DSR,2025-01-20,,,,,
RXSN2501,삼성전자dsr 1,2025-01-20,,,,,
RIPU2510,한화불꽃축제 LPGA 골프대회 홍보부스,2025-08-05,2025-09-27,,,,
RIPU2518,한화불꽃축제 LIFEPLUS TV 홍보부스,2025-08-05,2025-09-27,,,,
RCPU2617,아로셀_현대판교,2026-04-09,2026-04-22,,,,
RXPU2414,로얄캐닌 팝업스토어,2024-11-23,2024-12-08,,,,
RCSN2418,롯데어드벤쳐 크리스마스 마켓,2024-11-23,2024-12-31,,,,
RTPU2521,박카스 x 원신 팝업스토어,2025-04-10,2025-04-13,,,,
RCCP2516,이마트 여수_부티크420,2025-04-10,2025-04-17,,,,
RCPU2543,라프텔 용한소녀_신촌현대,2025-10-31,2025-11-09,,,,
RTPU2440,나가노 팝업스토어,2024-09-06,2024-09-20,,,,
RTPU2433,네이버커넥트 SEF 2024,2024-09-06,2024-09-07,,,,
RCCP2517,아모레퍼시픽_6월 마켓,2025-06-09,2025-06-21,,,,
RTPU2404,2024 세가 파라다이스 리뉴얼,2024-03-15,2024-03-15,,,,
RCPU2517,마른파이브_인천공항 면세점 팝업스토어,2025-04-02,2025-05-01,,,,
RCPU2415,신카이마코토 SHOP# (신촌),2024-07-09,2024-07-21,,,,
RXPU2413,포토이즘(서북) 스니커콘,2024-10-04,2024-10-06,,,,
RTPU2503,세가 용과같이 신작발표회,2025-02-14,2025-02-14,,,,
RCPU2607,NCT WISH BAKERY_성수에스매니아,2026-02-07,2026-02-22,,,,
RXPU2515,이마트 ESG 프로모션,2025-10-30,2025-11-02,,,,
ROPU2618,한화 플러스_불꽃축제 마케팅_VIP 세션,2026-09-05,2026-09-05,,,,
RCPU2436,정년이 팝업스토어 더현대대구,2024-11-22,2024-12-05,,,,
RTPU2448,전주 덕진공원 무직타이거 팝업 프로모션,2024-11-22,2024-11-22,,,,
RTPU2430,세가 소닉 수상 벌룬 전시,2024-10-01,2024-10-22,,,,
RCPU2428,뮤지컬 알라딘 팝업스토어,2024-10-01,2024-10-13,,,,
RCGD2404,쿠쿠프렌즈 팝업스토어 굿즈 제작,2024-10-01,2024-11-30,,,,
RXPI2403,CIDER 팝업스토어(더현대서울),2024-04-25,2024-05-01,,,,
RTPU2423,디즈니 벌룬 페스티벌,2024-04-25,2024-06-06,atpb_40c79f98f6,디즈니,앞토큰,
RCPU2534,더퓨처 EOA팝업스토어_더현대서울,2025-08-04,2025-08-17,,,,
RCPU2401,스즈메의 문단속,2024-01-10,2024-01-24,,,,
RCPU2563,라이즈 전시_일민미술관,2025-11-16,2025-11-30,,,,
RIPU2608,YES24 서울국제도서전 부스,2026-06-24,2026-06-28,,,,
RTPU2570,농심 안성 바우덕이축제,2025-10-09,2025-10-12,,,,
RCGD2401,신카이마코토 SHOP# 굿즈 납품,2024-02-08,2024-02-08,,,,
RIPU2402,엘소드 오프라인 행사,2024-11-09,2024-11-30,,,,
ROPU2617,살로몬코리아_GTWS 무주 그랜드 파이널 2026,2026-10-24,2026-10-25,,,,
RCPU2424,신카이마코토 SHOP# (천호),2024-08-23,2024-09-05,,,,
RTPU2414,오리온 알맹이 팝업스토어,2024-08-23,2024-09-06,,,,
RCPU2549,아이유_더현대서울 에픽서울,2025-09-11,2025-09-21,,,,
RCPU2566,태연 전시회_성수플라츠,2025-11-26,2025-12-03,,,,
RTPU2604,OA 츠타야 사진 전시,2026-01-16,2026-01-29,,,,
RTPU2611,2026 커넥트현대 청주 원피스 팝업,2026-02-06,2026-02-15,,,,
RTPU2577,세가 슈퍼레이스 홍보부스,2025-11-01,2025-11-02,,,,
RRPM2508,스테이지 엑스 밀갤러리,2025-11-01,2026-10-31,,,,
RCPU2425,마비노기 20주년 팝업,2024-06-22,2024-06-22,,,,
ROPU2616,SDT주식회사_양자체험관 시공,2026-10-01,,,,,
RTPU2622,필립모리스 경품 납품,2026-02-23,2026-03-31,,,,
RTPU2436,다크문 팝업스토어,2024-10-05,2024-10-06,,,,
RTPU2627,제니 루비앨범 1주년 팝업,2026-03-05,2026-03-11,,,,
ROPU2601,녹십자 리더십 워크숍,2026-03-05,2026-03-05,,,,
RTPU2662,2026 SEGA IP Kickoff meeting,2026-10-26,2026-10-26,,,,
RCPU2620,댄스온더플로어_더현대서울,2026-04-02,2026-04-08,,,,
RTPU2415,올리브영 팝업스토어,2024-04-19,2024-05-09,,,,
RTPU2530,에이스침대 오프라인 숙면토크쇼,2025-04-29,2025-04-29,,,,
RTPU2560,세가 IP MEETING 2025,2025-09-15,2025-09-15,,,,
RXST2504,shop Atpisode 삼성전자 수원,2025-09-15,,,,,
RRLM3411,리테일 부동산 LM1,2026-01-01,,,,,
RRLM3412,리테일 부동산 LM2,2026-01-01,,,,,
RRCO3420,리테일 부동산 컨설팅,2026-01-01,,,,,
RRPM3430,리테일 부동산 PM(통합),2026-01-01,,,,,
RRLC3410,리테일 부동산 LM·컨설팅,2026-01-01,,,,,
RTPU2419,SPK 진여신전생 벤전스 신작체험회,2024-06-14,2024-06-14,,,,
RTPU2420,인터브랜드 브랜드부스 설치,2024-06-14,2024-06-14,,,,
RIPU2404,이사배 메이크온 행사,2024-12-28,2024-12-29,,,,
RIPU2403,이사배 투슬래시포 행사,2024-12-28,2024-12-29,,,,
RTPU2540,삼양식품X아워홈 프로모션,2025-06-04,2025-06-18,,,,
RIPU2605,SM 제노재민 팝업스토어,2026-02-19,2026-02-22,,,,
RTPU2616,베리즈 팝업스토어 2차,2026-02-19,2026-02-25,,,,
RTPU2564,엔자임 국회의사당 행사,2025-09-25,2025-09-25,,,,
RCPU2404,잔망루피 팝업스토어_수원스타필드,2024-02-23,2024-03-21,,,,
RXPU2402,평택 PPO 플리마켓,2024-03-16,2024-03-17,,,,
RCCP2505,파르나스센트럴라운지_르플랑에떼,2025-02-27,2025-03-09,,,,
RCCP2509,이마트 울산점 행사_부띠끄420,2025-02-27,2025-03-27,,,,
RIPU2609,H&M 성수 After Hour,2026-05-16,2026-05-16,,,,
RTPU2647,더블랙레이블 미야오 용산 오프라인 프로모션,2026-05-29,2026-05-31,,,,
RTPU2545,에비스 맥주 파라다이스 브랜딩,2025-06-01,2025-08-31,,,,
RCPU2511,레진 시즌 그리팅 팝업 스토어,2025-06-19,2025-06-29,,,,
RTPU2606,베리즈 팝업스토어,2026-01-22,2026-01-28,,,,
RTPU2507,한교동 생일카페,2025-03-05,2025-03-14,,,,
RIPU2502,세종문화회관 팝업스토어,2025-04-24,2025-04-30,,,,
RCPU2547,NCT WISH_성수 렉트,2025-09-02,2025-09-09,,,,
RCPU2611,백조 싱크_현대 충청,2026-01-29,2026-02-18,,,,
RTPU2402,2024년 소닉 팬미팅,2024-03-23,2024-03-23,,,,
RTPU2625,웨이든 시크 상해 전시,2026-03-11,2026-03-13,,,,
RCPU2408,수키도키 팝업스토어(더현대 대구),2024-05-03,2024-05-16,,,,
RXST2502,shop Atpisode 삼성전자 기흥,2025-07-21,,,,,
RCPU2604,로블록스_더현대대구,2026-04-22,2026-05-10,,,,
